model,val_loss,val_dice,val_jaccard,val_bacc,val_auc,epoch
unet_deform_s3_p3_f1,0.3340698927640915,0.9006557166576385,0.8192968219518661,0.9131112098693848,0.9752387404441833,63
unet_deform_s3_p3_f2,0.33757873624563217,0.8992308974266052,0.8169515132904053,0.9128089100122452,0.975022554397583,70
unet_deform_s3_p3_f3,0.34354502707719803,0.8939434587955475,0.8082810789346695,0.9105653911828995,0.9743155986070633,71
unet_deform_s3_p3_f4,0.36313313990831375,0.8905624002218246,0.8028166443109512,0.9064091593027115,0.9715047627687454,97
unet_deform_s3_p4_f0,0.3385282903909683,0.8983793258666992,0.8155406415462494,0.9129843860864639,0.9749676585197449,65
unet_deform_s3_p4_f1,0.33472101390361786,0.9004826992750168,0.8190106749534607,0.9130431413650513,0.9752456694841385,69
unet_deform_s3_p4_f2,0.3363380432128906,0.8995700925588608,0.8175124228000641,0.9130045175552368,0.9751505255699158,56
unet_deform_s3_p4_f3,0.3433408662676811,0.8943964540958405,0.8090319931507111,0.911574125289917,0.9745339453220367,95
unet_deform_s3_p4_f4,0.3630327731370926,0.8905125111341476,0.8027296364307404,0.9062981009483337,0.971201092004776,62
unet_deform_s3_p5_f0,0.339425727725029,0.8980352878570557,0.8149698972702026,0.9122622162103653,0.9749694466590881,61
unet_deform_s3_p5_f1,0.3332267105579376,0.9006136059761047,0.8192303031682968,0.9130464643239975,0.9752612560987473,70
unet_deform_s3_p5_f2,0.33400170505046844,0.8995435982942581,0.8174643069505692,0.9126476645469666,0.9752410501241684,91
